company,amount_raised,round,investors_participated,date_announced,website,description,city,official_sector,secondary_sector,tertiary_sector,SIREN
Kiosk,500000,Pre-Seed,"10 BOND, Better Angle, Y Combinator",2024-04-03,https://www.kiosk.so/,"Kiosk operates in sectors such as artificial intelligence, marketing automation, and messaging, providing products and services that leverage its expertise in these areas.",Paris,MarTech,Artificial Intelligence,Robotics,
Quivr,500000,Pre-Seed,"Eight Capital, Y Combinator",2024-03-01,https://www.quivr.app/,"Quivr operates in sectors such as artificial intelligence and software, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
Malibou,500000,Pre-Seed,Y Combinator,2024-04-03,https://www.malibou.co,"Malibou operates in sectors such as bookkeeping and payroll, human resources, and software, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Invest in the old,500000,,Bpifrance,2024-05-24,http://www.investirdanslancien.fr,"Invest in the old operates in sectors such as property management, real estate, and real estate investment, providing products and services that leverage its expertise in these areas.",Le Touquet-paris-plage,PropTech,,,
NovaBorne,500000,,Bestophe Invest,2024-06-12,https://novaborne.fr,"NovaBorne operates in sectors such as electric vehicle and electronics, providing products and services that leverage its expertise in these areas.",Rouen,Mobility,,,
ChouetteCopro,500000,,"Arts et Métiers Business Angels, Bpifrance, Jean Marc Torrollion, Les Business Angels des Grandes Écoles, Paris Business Angels",2024-06-14,https://www.chouettecopro.com/,ChouetteCopro is a company specializing in management information systems solutions.,Paris,Other,,,
Ezymob,480000,Seed,"Cyrille Foillard, Denis Beraud, Les Business Angels des Grandes Écoles, Yves Weisselberger, Ziad Khoury",2024-09-04,https://ezymob.fr/,"Ezymob operates in sectors such as enterprise resource planning, information technology, and public transportation, providing products and services that leverage its expertise in these areas.",Nanterre,Mobility,,,
HALIAS Technologies,475000,,"CoopVenture, Rhône Dauphiné Développement",2024-12-20,http://www.halias-technologies.com,"HALIAS Technologies operates in sectors such as software, software engineering, and web development, providing products and services that leverage its expertise in these areas.",Meylan,Mobility,,,
QuiverFunds,465000,,,2024-10-15,https://quiverfunds.com,QuiverFunds is a company specializing in venture capital solutions.,Paris,Other,,,
Zèta,460228,Crowdfunding,,2024-09-24,https://www.zeta-shoes.com,"Zèta operates in sectors such as fashion, manufacturing, and retail, providing products and services that leverage its expertise in these areas.",Bordeaux,Artificial Intelligence,E-commerce & Retail,,
CirculaCar,459625,Crowdfunding,,2024-12-17,https://www.circulacar.com/,"CirculaCar operates in sectors such as automotive and electric vehicle, providing products and services that leverage its expertise in these areas.",Craponne,Mobility,,,
Showplace,420000,Seed,"Bpifrance, Investessor, WeLikeStartup",2024-06-07,https://www.showplace.fr,"Showplace operates in sectors such as b2b, rental, and retail, providing products and services that leverage its expertise in these areas.",Levallois-perret,Artificial Intelligence,PropTech,E-commerce & Retail,
Optimcar,411550,Seed,Hexagone Automotive,2024-01-01,https://www.optimcar.fr,"Optimcar operates in sectors such as automotive, crm, and software, providing products and services that leverage its expertise in these areas.",Fay-aux-loges,Other,Mobility,,
Aloen,410000,Pre-Seed,"Guy Wiriath, Kima Ventures, Paul Le, Thomas Solignac, Unhiders Angels, ZEBOX Ventures",2024-04-05,https://www.aloen.ai,"Aloen operates in sectors such as software and training, providing products and services that leverage its expertise in these areas.",Toulouse,Artificial Intelligence,,,
Karyon Food,400000,Seed,"Finovam Gestion, Strong Hands",2024-04-05,https://www.karyonfood.com,"Karyon Food operates in sectors such as blockchain, productivity tools, and software, providing products and services that leverage its expertise in these areas.",Paris,Web3,FoodTech,SaaS,
Doado,400000,Seed,"Bpifrance, Région Nouvelle-Aquitaine",2024-11-06,https://www.doado.app,"Doado operates in sectors such as health care and medical, providing products and services that leverage its expertise in these areas.",Bordeaux,HealthTech,,,
Orama System,400000,Seed,4MOD Technology,2024-06-21,https://orama-system.com/,"Orama System operates in sectors such as internet of things, telecommunications, and wireless, providing products and services that leverage its expertise in these areas.",Meyreuil,Other,,,
OBEN,400000,Pre-Seed,Wefound,2024-01-01,https://www.weareoben.fr,"OBEN operates in sectors such as financial services, real estate, and real estate brokerage, providing products and services that leverage its expertise in these areas.",Paris,FinTech,PropTech,,
Campsider,400000,Crowdfunding,,2024-01-15,https://www.campsider.com,"Campsider operates in sectors such as e-commerce, shopping, and sporting goods, providing products and services that leverage its expertise in these areas.",Annecy,Artificial Intelligence,E-commerce & Retail,,
Loewi,390000,Pre-Seed,Antler,2024-06-18,https://loewi.fr/,"Loewi operates in sectors such as electric vehicle, manufacturing, and marketplace, providing products and services that leverage its expertise in these areas.",Paris,Mobility,E-commerce & Retail,,
Peetchr.ai,350000,Pre-Seed,Bpifrance,2024-05-22,https://www.peetchr.ai/,"Peetchr.ai operates in sectors such as artificial intelligence, human resources, and recruiting, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
D'un Seul Geste,350000,,,2024-07-08,https://www.dunseulgeste.fr,"D'un Seul Geste operates in sectors such as education, personal health, and training, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,,,
Horse Republic,323100,Seed,,2024-06-07,https://horserepublic.com,"Horse Republic operates in sectors such as collaborative consumption, media and entertainment, and mobile apps, providing products and services that leverage its expertise in these areas.",Boulogne-billancourt,Entertainment,,,
realiz,320000,Seed,,2024-01-01,https://www.realiz.io/,"realiz operates in sectors such as crowdfunding, fintech, and real estate investment, providing products and services that leverage its expertise in these areas.",La Colle-sur-loup,FinTech,PropTech,,
Greet,320000,Seed,,2024-11-15,https://greet.lecko.fr,"Greet operates in sectors such as advice, consulting, and service industry, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Fairspace,306842,Crowdfunding,,2024-01-22,https://fairspace.fr/,Fairspace is a company specializing in professional services solutions.,Paris,Other,,,
Velomad,300000,Seed,,2024-04-03,https://levelomad.com,"Velomad operates in sectors such as automotive, electric vehicle, and manufacturing, providing products and services that leverage its expertise in these areas.",Rouen,Mobility,,,
Dolly,300000,Seed,FJ Labs,2024-08-07,https://www.dolly.gg/,"Dolly operates in sectors such as esports, gaming, and mobile apps, providing products and services that leverage its expertise in these areas.",Paris,Gaming,,,
CardiaMetrics,300000,Pre-Seed,Cardia Invest,2024-09-30,https://www.cardiametrics.com,CardiaMetrics is a company specializing in medical device solutions.,Caen,MedTech,,,
Ingraalys,300000,Pre-Seed,AxLR,2024-01-22,,"Ingraalys operates in sectors such as biotechnology and life science, providing products and services that leverage its expertise in these areas.",Montpellier,BioTech,,,
Lobster,300000,Pre-Seed,"50 Partners, HyperNest",2024-01-31,https://www.lobster-protocol.com,"Lobster operates in sectors such as blockchain, cloud computing, and cryptocurrency, providing products and services that leverage its expertise in these areas.",Clichy,FinTech,Web3,,
JABI,300000,Seed,,2024-06-05,https://jabi.fr,"JABI operates in sectors such as elder care, information technology, and lifestyle, providing products and services that leverage its expertise in these areas.",Cesson-sévigné,Other,HealthTech,,
Codspeed,280000,Seed,"Better Angle, Techstars",2024-06-05,https://codspeed.co/,Codspeed is a company providing innovative solutions in its industry.,Nanterre,Other,,,
Odaje,277070,Crowdfunding,,2024-11-26,https://www.m-moustache.com,"Odaje operates in sectors such as consumer goods, e-commerce, and e-commerce platforms, providing products and services that leverage its expertise in these areas.",Paris,E-commerce & Retail,,,
OpenTrade,250000,Pre-Seed,,2024-12-01,https://opentrade.ai,"OpenTrade operates in sectors such as logistics and software, providing products and services that leverage its expertise in these areas.",Paris,Mobility,,,
BiznessMatch,250000,Pre-Seed,,2024-12-01,https://biznessmatch.com/,BiznessMatch is a company specializing in software solutions.,Sainte-Égrève,Other,,,
Avnear,250000,Seed,,2024-06-21,https://avnear.fr,"Avnear operates in sectors such as finance, financial services, and fintech, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Cogntivie Engines,240000,Pre-Seed,"Investessor, Les Business Angels des Grandes Écoles",2024-07-19,https://cogengines.com,"Cogntivie Engines operates in sectors such as artificial intelligence, robotic process automation, and robotics, providing products and services that leverage its expertise in these areas.",Cestas,Robotics,Artificial Intelligence,,
Hybrid Robotics,221676,Seed,,2024-07-18,http://hybridtv.tv,"Hybrid Robotics operates in sectors such as broadcasting, information technology, and robotics, providing products and services that leverage its expertise in these areas.",Montrouge,Robotics,,,
Vibes,220000,Pre-Seed,ULTRA.VC,2024-10-17,https://vibes.lgbt/,"Vibes operates in sectors such as communities, dating, and events, providing products and services that leverage its expertise in these areas.",Paris,Mobility,,,
ClimeRock,210000,Pre-Seed,"Bpifrance, EIT Climate-KIC, remove's Accelerator Program, Techstars",2024-10-02,https://www.climerock.com/,"ClimeRock operates in sectors such as agtech, carbon capture, and cleantech, providing products and services that leverage its expertise in these areas.",Colombes,AgriTech,CleanTech,,
Nocloz,200000,Pre-Seed,"Business Angels, Contribution",2024-03-15,https://nocloz.com,Nocloz is a company specializing in software solutions.,Neuilly-sur-seine,Other,,,
Wine In Block,200000,Pre-Seed,Provence Business Angels,2024-10-25,https://www.wineinblock.io,"Wine In Block operates in sectors such as food and beverage and wine and spirits, providing products and services that leverage its expertise in these areas.",Aix-en-provence,Mobility,FoodTech,,
Viapazon,200000,Pre-Seed,,2024-04-19,https://www.viapazon.com,"Viapazon operates in sectors such as database and data management, providing products and services that leverage its expertise in these areas.",Le Havre,Other,,,
ADN Skis,200000,Seed,"Marc Simoncini, Tony Parker",2024-03-07,http://www.adnskis.com,"ADN Skis operates in sectors such as recycling, sporting goods, and sports, providing products and services that leverage its expertise in these areas.",Annecy-le-vieux,Other,CleanTech,,
NomadHer,180000,Seed,"CNTTECH, Cosnet Technology Investment, K- Bridge Investment, NBH Capital",2024-08-30,https://www.nomadher.com,"NomadHer operates in sectors such as hospitality, tourism, and travel, providing products and services that leverage its expertise in these areas.",Paris,TravelTech,,,
Auxicare,175000,Pre-Seed,Antler,2024-09-26,https://www.auxicare.fr,"Auxicare operates in sectors such as health care, home health care, and nursing and residential care, providing products and services that leverage its expertise in these areas.",Melun,HealthTech,,,
Alphaguard,175000,Pre-Seed,Antler,2024-08-29,https://www.alphaguard.ai/,"Alphaguard operates in sectors such as artificial intelligence, fraud detection, and generative ai, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
GoStan,175000,Seed,,2024-07-26,https://gostan.io/,"GoStan operates in sectors such as food and beverage, software, and wine and spirits, providing products and services that leverage its expertise in these areas.",Bordeaux,Mobility,FoodTech,,
Blyynd,170000,Seed,,2024-09-05,https://www.blyynd.com,"Blyynd operates in sectors such as apps, dating, and internet, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Gleef,165000,Pre-Seed,Antler,2024-05-09,https://docs.gleef.eu/,"Gleef operates in sectors such as a/b testing, artificial intelligence, and marketing, providing products and services that leverage its expertise in these areas.",Paris,MarTech,Artificial Intelligence,,
EvaluationsHub,150000,Seed,,2024-03-04,https://www.evaluationshub.com/,EvaluationsHub is a company specializing in saas solutions.,La Ferté-sous-jouarre,SaaS,,,
Collaterize,150000,Pre-Seed,,2024-07-10,https://collaterize.com,"Collaterize operates in sectors such as blockchain, financial services, and fintech, providing products and services that leverage its expertise in these areas.",Paris,FinTech,Web3,,
DeltaWave,150000,Pre-Seed,Antler,2024-05-06,https://www.deltawave.fr,"DeltaWave operates in sectors such as artificial intelligence and health care, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,Artificial Intelligence,,
FlyCup,150000,Seed,Tony Parker,2024-02-01,https://flycup-packaging.com/en,"FlyCup operates in sectors such as manufacturing and packaging services, providing products and services that leverage its expertise in these areas.",Paris,Hardware,,,
Si Si La Paillette,148385,Crowdfunding,,2024-10-29,https://sisilapaillette.fr/,"Si Si La Paillette operates in sectors such as beauty, cosmetics, and personal care and hygiene, providing products and services that leverage its expertise in these areas.",Paris,Other,HealthTech,,
TeleVet,145000,Pre-Seed,Berkeley SkyDeck Fund,2024-10-17,https://televet.co,"TeleVet operates in sectors such as health care, pet, and telehealth, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,,,
Heypster,140000,Seed,,2024-03-24,https://heypster.com/en,"Heypster operates in sectors such as online portals, social media, and social network, providing products and services that leverage its expertise in these areas.",Paris,Entertainment,MarTech,,
Aerleum,125000,Pre-Seed,Norrsken Evolve,2024-06-03,https://www.aerleum.com,Aerleum is a company specializing in chemical solutions.,Strasbourg,Other,,,
Beans,125000,Pre-Seed,Norrsken Evolve,2024-06-03,https://www.beansclub.fr,"Beans operates in sectors such as b2b, food and beverage, and grocery, providing products and services that leverage its expertise in these areas.",Paris,Mobility,FoodTech,,
Boonty,110000,Pre-Seed,,2024-04-01,https://boonty.io,"Boonty operates in sectors such as information technology, internet, and marketing, providing products and services that leverage its expertise in these areas.",Bordeaux,MarTech,,,
Fudzs,103000,Pre-Seed,,2024-10-03,https://fudzs.com/,Fudzs is a company specializing in biotechnology solutions.,Rouen,BioTech,,,
Istya,100000,Seed,"Airbus Développement, EIT Climate-KIC",2024-05-01,https://istya.co/,"Istya operates in sectors such as green building, greentech, and internet of things, providing products and services that leverage its expertise in these areas.",Paris,CleanTech,,,
Plantik Biosciences,100000,Seed,AgFunder,2024-05-14,https://www.plantik.bio/,"Plantik Biosciences operates in sectors such as agriculture, agtech, and biotechnology, providing products and services that leverage its expertise in these areas.",Paris,BioTech,AgriTech,,
Queel,100000,Pre-Seed,,2024-08-31,https://queel.co,"Queel operates in sectors such as augmented reality, metaverse, and professional networking, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
CryptoNovaX Asset Management,100000,Pre-Seed,,2024-09-01,https://www.cryptonvx.com/,"CryptoNovaX Asset Management operates in sectors such as blockchain, cryptocurrency, and decentralized finance, providing products and services that leverage its expertise in these areas.",Paris,FinTech,Web3,,
MONSAPO,100000,Pre-Seed,Techstars,2024-03-22,https://monsapo.com,"MONSAPO operates in sectors such as biotechnology, chemical, and cleantech, providing products and services that leverage its expertise in these areas.",Paris,BioTech,CleanTech,,
Hairdex,100000,Pre-Seed,,2024-05-01,https://www.hairdex.fr/,"Hairdex operates in sectors such as health care, health diagnostics, and medical, providing products and services that leverage its expertise in these areas.",Marseille,HealthTech,MedTech,,
La biscuiterie Handi-Gaspi,80620,Crowdfunding,,2024-11-29,https://kignon.fr/,"La biscuiterie Handi-Gaspi operates in sectors such as bakery, food and beverage, and snack food, providing products and services that leverage its expertise in these areas.",Savenay,Mobility,FoodTech,,
Komu,75000,Seed,,2024-01-29,https://contestio.fr,"Komu operates in sectors such as b2b, brand marketing, and saas, providing products and services that leverage its expertise in these areas.",Biarritz,SaaS,MarTech,,
Johneys,65997,Pre-Seed,,2024-07-26,https://johneys.com,"Johneys operates in sectors such as information technology, software, and transportation, providing products and services that leverage its expertise in these areas.",Nanterre,Mobility,,,
rBlox,50000,Pre-Seed,Startup Wise Guys,2024-11-26,https://rblox.io,rBlox is a company providing innovative solutions in its industry.,Issy-les-moulineaux,Other,,,
Klart AI,50000,Pre-Seed,Startup Wise Guys,2024-11-25,https://www.klartai.com/,"Klart AI operates in sectors such as artificial intelligence, b2b, and generative ai, providing products and services that leverage its expertise in these areas.",Paris,SaaS,Artificial Intelligence,,
TeleVet,50000,Pre-Seed,MARL 5G Accelerator,2024-09-30,https://televet.co,"TeleVet operates in sectors such as health care, pet, and telehealth, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,,,
Sootenir,40000,Seed,,2024-11-01,https://www.sootenir.com/espace-entreprises,"Sootenir operates in sectors such as marketing, non profit, and software, providing products and services that leverage its expertise in these areas.",Tours,MarTech,,,
NEO RETRO,10000,Pre-Seed,Outlier Ventures,2024-08-10,http://www.neoretrofrance.com/v10/index.php,"NEO RETRO operates in sectors such as manufacturing and retail, providing products and services that leverage its expertise in these areas.",Feytiat,Artificial Intelligence,E-commerce & Retail,,
Carom,500,Pre-Seed,Newchip Accelerator,2024-03-08,https://www.carom.app/,"Carom operates in sectors such as information technology, mobile apps, and social network, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Touch Sensity,,Seed,,2024-01-01,https://touchsensity.com/,"Touch Sensity operates in sectors such as information technology, internet of things, and software, providing products and services that leverage its expertise in these areas.",Pessac,Other,,,
Verkor,,Series C,"EnerSys, ING Sustainable Investments",2024-10-30,https://www.verkor.com,"Verkor operates in sectors such as battery, electronics, and industrial, providing products and services that leverage its expertise in these areas.",Grenoble,Energy,,,
FeetMe,,Series B,"SOSV, SOSV HAX",2024-06-06,http://www.feetme.fr,"FeetMe operates in sectors such as fitness, health care, and medical, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,,,
Hivebrite,,Series B,Company Ventures,2024-06-30,https://hivebrite.io,"Hivebrite operates in sectors such as communities, education, and internet, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Aligneurs Français,,Series A,Label Capital,2024-01-15,https://praticiens.aligneursfrancais.com,"Aligneurs Français operates in sectors such as dental, manufacturing, and product design, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
Tranché,,Series A,Spring Invest,2024-03-26,https://www.tranchegroupe.com,"Tranché operates in sectors such as consumer goods, e-commerce, and retail, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,E-commerce & Retail,,
Meiogenix,,Series A,"Alexandria Venture Investments, Bpifrance, Sofinnova Partners",2024-12-01,https://meiogenix.com,"Meiogenix operates in sectors such as biotechnology, life science, and pharmaceutical, providing products and services that leverage its expertise in these areas.",Paris,BioTech,,,
Alpagga,,Series A,FJ Labs,2024-07-10,https://alpagga.com/,"Alpagga operates in sectors such as marketing, marketplace, and sales, providing products and services that leverage its expertise in these areas.",Paris,MarTech,E-commerce & Retail,,
Hynaero,,Seed,,2024-01-01,https://hynaero.com,"Hynaero operates in sectors such as advanced materials, aerospace, and air transportation, providing products and services that leverage its expertise in these areas.",Istres,Mobility,SpaceTech & Aerospace,,
La Bourse aux Livres,,Seed,FJ Labs,2024-07-31,https://www.labourseauxlivres.fr,"La Bourse aux Livres operates in sectors such as e-commerce, sales, and service industry, providing products and services that leverage its expertise in these areas.",Paris,E-commerce & Retail,,,
Mizou AI,,Seed,"Better Angle, Varsity",2024-07-24,https://mizou.com/,"Mizou AI operates in sectors such as artificial intelligence, chatbot, and edtech, providing products and services that leverage its expertise in these areas.",Aisey-sur-seine,Artificial Intelligence,,,
Karmine Corp,,Seed,"Digital Finance Group (DFG), Motier Ventures, Nocturne Games, Pareto Holdings, PixCapital",2024-06-25,https://www.karminecorp.fr,"Karmine Corp operates in sectors such as esports, gaming, and sports, providing products and services that leverage its expertise in these areas.",Tours,Gaming,,,
ClimeFi,,Seed,"ENGIE New Ventures, PROfounders Capital, Redstone.VC, VR Ventures",2024-09-05,https://www.climefi.com,"ClimeFi operates in sectors such as biomass energy, financial services, and sustainability, providing products and services that leverage its expertise in these areas.",Paris,FinTech,CleanTech,Energy,
Clarity,,Seed,"a16z Scout Fund, Cléry, Index Ventures, Jeanne Kehren, Pareto Holdings",2024-04-15,http://clarity-technologies.com/,"Clarity operates in sectors such as artificial intelligence, health care, and medical, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,Artificial Intelligence,,
INVENIS BIOTHERAPIES,,Seed,TMU BioMed Accelerator,2024-02-26,https://www.invenis-biotherapies.com/,"INVENIS BIOTHERAPIES operates in sectors such as biotechnology, genetics, and life science, providing products and services that leverage its expertise in these areas.",Loos,BioTech,,,
Aydo,,Seed,"Expon Capital, VAeX Capital Partners",2024-11-28,https://aydofinance.com,"Aydo operates in sectors such as advice, financial services, and fintech, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Oplit,,Seed,"BACS-Innov, Evolem Start, Newfund, OSS Ventures, VI Partners",2024-11-26,https://www.oplit.com/,"Oplit operates in sectors such as developer platform, enterprise resource planning, and software, providing products and services that leverage its expertise in these areas.",Paris,Mobility,,,
Cauri Money,,Seed,"Launch Africa, Wuri Ventures",2024-08-14,https://www.cauri.money,"Cauri Money operates in sectors such as apps, banking, and financial services, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Akedo Games,,Seed,"Karatage, The Open Platform",2024-07-15,https://akedo.gg/,"Akedo Games operates in sectors such as gaming and online games, providing products and services that leverage its expertise in these areas.",Lomme,Gaming,,,
AI Bobby,,Seed,Plug and Play,2024-11-15,http://neuralaibobby.com/,"AI Bobby operates in sectors such as artificial intelligence, food and beverage, and sustainability, providing products and services that leverage its expertise in these areas.",Paris,Mobility,Artificial Intelligence,FoodTech,
Cogny,,Seed,"Lakestar, Plug and Play",2024-12-06,https://www.cogny.so/,"Cogny operates in sectors such as artificial intelligence, document management, and it management, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
Bibbi Parfum,,Seed,"Fable Investments, JamJar Investments",2024-08-07,https://bibbi-parfum.com,"Bibbi Parfum operates in sectors such as beauty and cosmetics, providing products and services that leverage its expertise in these areas.",Saint-antoine,Other,,,
Creative Lift,,Seed,Wind,2024-01-01,https://creativelift.ai/,"Creative Lift operates in sectors such as advertising, analytics, and content, providing products and services that leverage its expertise in these areas.",Paris,SaaS,MarTech,,
Stima,,Seed,Renew Capital,2024-11-28,http://www.stimaboda.com,"Stima operates in sectors such as battery, electric vehicle, and renewable energy, providing products and services that leverage its expertise in these areas.",Paris,Mobility,Energy,,
CIBLER,,Seed,Crédit Agricole,2024-04-16,https://www.cibler.com,"CIBLER operates in sectors such as artificial intelligence, digital marketing, and e-commerce, providing products and services that leverage its expertise in these areas.",Mérignac,FinTech,Artificial Intelligence,MarTech,
MoveR,,Seed,,2024-12-10,https://mover-vr.com,"MoveR operates in sectors such as 3d technology and medical device, providing products and services that leverage its expertise in these areas.",Paris,MedTech,,,
Klark,,Seed,"Bpifrance, Emmanuel Grenier, Kima Ventures, Laurent Delaporte, Source Ventures, Super Capital VC, Thibaud Hug de Larauze, Thomas France",2024-03-21,https://www.klark.ai,"Klark operates in sectors such as artificial intelligence, customer service, and information technology, providing products and services that leverage its expertise in these areas.",Bordeaux,Artificial Intelligence,,,
UniFox,,Seed,,2024-09-05,http://unifox.ai,"UniFox operates in sectors such as artificial intelligence, bitcoin, and cryptocurrency, providing products and services that leverage its expertise in these areas.",Bordeaux,FinTech,Artificial Intelligence,,
The Next Stories,,Seed,,2024-09-01,https://thenextstories.com/,"The Next Stories operates in sectors such as advertising, artificial intelligence, and creative agency, providing products and services that leverage its expertise in these areas.",Nantes,MarTech,Artificial Intelligence,,
OpsMill,,Seed,"Better Angle, Kima Ventures, OVNI Capital, Partech, Serena",2024-05-28,https://www.opsmill.com/,OpsMill is a company providing innovative solutions in its industry.,Paris,Other,,,
GraphLinq Protocol,,Seed,DWF Labs,2024-03-25,https://graphlinq.io,GraphLinq Protocol is a company providing innovative solutions in its industry.,Paris,Other,,,
Illumo Robotics,,Seed,Encomenda VC,2024-01-10,https://www.illumo.ai/en/illumo-robotics-english/,"Illumo Robotics operates in sectors such as artificial intelligence, industrial automation, and machine learning, providing products and services that leverage its expertise in these areas.",Toulouse,Robotics,Artificial Intelligence,,
Upngrade,,Seed,Jeremie LR,2024-01-01,http://upngrade.fr/,Upngrade is a company providing innovative solutions in its industry.,Montpellier,Other,,,
Supertalk,,Seed,,2024-03-01,https://supertalk.me,Supertalk is a company providing innovative solutions in its industry.,Paris,Other,,,
Learnify,,Seed,yard[hub],2024-01-14,https://learnify.xyz,"Learnify operates in sectors such as information technology and internet, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Liberare (Formerly Intimately),,Seed,37 Angels,2024-04-02,https://www.liberare.co/,"Liberare (Formerly Intimately) operates in sectors such as e-commerce, fashion, and women's, providing products and services that leverage its expertise in these areas.",Paris,E-commerce & Retail,,,
Farworld Studio,,Seed,,2024-05-01,https://www.farworld-studio.net/,"Farworld Studio operates in sectors such as console games, gaming, and metaverse, providing products and services that leverage its expertise in these areas.",Chasné-sur-illet,Entertainment,Gaming,,
Fabuly,,Seed,,2024-04-01,https://fabuly.io,Fabuly is a company specializing in mobile apps solutions.,Lille,Other,,,
Flowie,,Seed,"Better Angle, FJ Labs, Life Extension Ventures",2024-07-10,https://get-flowie.com/en,"Flowie operates in sectors such as financial services, professional services, and software, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
LinkCy,,Seed,,2024-02-01,https://linkcy.io/,"LinkCy operates in sectors such as banking, consulting, and financial services, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Omini,,Seed,"EIC Accelerator, MEDKAP Investors",2024-07-15,https://www.ominilabs.com/,"Omini operates in sectors such as biotechnology, health care, and medical, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,BioTech,,
Inarix,,Seed,Alchemist Accelerator,2024-10-01,https://www.inarix.com/,"Inarix operates in sectors such as artificial intelligence, food and beverage, and information technology, providing products and services that leverage its expertise in these areas.",Paris,Mobility,FoodTech,Artificial Intelligence,
Stables,,Seed,"321, PMU, Tezos Foundation",2024-04-24,https://playstables.io/fr,"Stables operates in sectors such as computer, pc games, and web3, providing products and services that leverage its expertise in these areas.",Paris,Web3,,,
Beavr,,Seed,Better Angle,2024-06-28,https://www.beavr.tech/,Beavr is a company providing innovative solutions in its industry.,Paris,Other,,,
Livetrend,,Seed,One Green,2024-07-01,https://livetrend.co,"Livetrend operates in sectors such as analytics, artificial intelligence, and big data, providing products and services that leverage its expertise in these areas.",Paris,SaaS,Artificial Intelligence,,
Absolut Sensing,,Seed,EIC Accelerator,2024-07-15,https://absolut-sensing.com,"Absolut Sensing operates in sectors such as environmental engineering, geospatial, and manufacturing, providing products and services that leverage its expertise in these areas.",Seyssinet-pariset,CleanTech,,,
Welinq,,Seed,EIC Accelerator,2024-07-15,https://welinq.fr,"Welinq operates in sectors such as network hardware, quantum computing, and semiconductor, providing products and services that leverage its expertise in these areas.",Paris,Hardware,DeepTech,,
Emobot,,Seed,SkyDeck Berkeley,2024-01-01,https://www.emobot.fr,"Emobot operates in sectors such as artificial intelligence, medical device, and software, providing products and services that leverage its expertise in these areas.",Paris,MedTech,Artificial Intelligence,,
Faktus,,Seed,"Better Angle, Lakestar",2024-10-02,https://www.faktus.eu/,"Faktus operates in sectors such as construction, financial services, and project management, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Cherry Biotech,,Seed,EIC Accelerator,2024-07-15,http://www.cherrybiotech.com,"Cherry Biotech operates in sectors such as biotechnology, medical, and pharmaceutical, providing products and services that leverage its expertise in these areas.",Montreuil,BioTech,,,
MORFO,,Seed,"Antoine Dupont, Raphaël Varane",2024-06-20,https://www.morfo.rest,"MORFO operates in sectors such as artificial intelligence, computer vision, and drones, providing products and services that leverage its expertise in these areas.",Paris,CleanTech,Artificial Intelligence,,
Atamyo Therapeutics,,Seed,EIC Accelerator,2024-07-15,https://atamyo.com,"Atamyo Therapeutics operates in sectors such as biotechnology, genetics, and health care, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,BioTech,,
Chateaushi,,Seed,Pascal Gauthier,2024-01-20,https://www.chateaushi.com/,"Chateaushi operates in sectors such as blockchain, real estate, and web3, providing products and services that leverage its expertise in these areas.",Paris,Web3,PropTech,,
Zonama,,Seed,,2024-07-25,https://www.zonama.co/fr-fr,Zonama is a company providing innovative solutions in its industry.,Paris,Other,,,
Chipiron,,Seed,EIC Accelerator,2024-07-15,https://www.chipiron.co,"Chipiron operates in sectors such as emergency medicine, health care, and health diagnostics, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,MedTech,,
Look Up Space,,Seed,EIC Accelerator,2024-02-28,https://www.lookupspace.com,"Look Up Space operates in sectors such as cyber security and network security, providing products and services that leverage its expertise in these areas.",Toulouse,Cybersecurity,SpaceTech & Aerospace,,
ION-X,,Seed,EIC Accelerator,2024-02-28,https://ion-x.space,"ION-X operates in sectors such as aerospace, information technology, and manufacturing, providing products and services that leverage its expertise in these areas.",Boulogne-billancourt,SpaceTech & Aerospace,,,
