name,City,Sectors,organization_type,Funding Type,Amount,Currency,Money Raised (in USD),website,description,Round,Investors,Announced Date,SIREN,SIRET,Founder
NectarGo,Lille,E-commerce & Retail,startup,Seed,1800000,EUR,1932975,https://www.nectargo.fr,NectarGo is a platform that connects local traders and producers.,Seed,"50 Partners, Evolem Start, Frederic Halley, GMZ & Son's, High Flyers Capital, Olivier Dauvers, Philippe Brochard",2024-06-18,,,
Deepbloo,Montpellier,"SaaS & Enterprise, Energy",startup,Seed,500000,EUR,536938,https://www.deepbloo.com/,Deepbloo is a B2B platform that provides business development and market intelligence solutions in the energy sector,Seed,,2024-06-18,,,
Ramify,Paris,FinTech,startup,Series A,11000000,EUR,11812626,https://ramify.fr,"Ramify is a wealth management platform that provides ETF, SCPI, and private equity recommendations, management, and selection.",Early Stage Venture,"13books Capital, AG2R La Mondiale, Credit Agricole CIB, Fidelity International Strategic Ventures, Newfund",2024-06-18,,,
MORFO,Paris,BioTech,startup,Seed,,,,https://www.morfo.rest,"MORFO incorporates biological symbioses, drones, and AI technologies to sustainably reforest and fight against global warming.",Seed,"Antoine Dupont, Raphaël Varane",2024-06-20,,,
Hero,Paris,FinTech,startup,Series A,11300000,EUR,12098138,https://www.heropay.eu,"A Single Platform to Bank, Accept Payments and Finance your company.",Early Stage Venture,"SquareOne Venture Capital, Valar Ventures",2024-06-20,,,
Materrup,Saint-geours-de-maremne,PropTech,startup,Series A,26000000,EUR,27836425,https://www.materrup.com,Materrup is a building materials market.,Early Stage Venture,"AQUITI Gestion, Argiduna Capital, Eurazeo, European Innovation Council and SMEs Executive Agency, IRDI SORIDEC Gestion, UI Investissement",2024-06-20,,,
OSS Ventures,Paris,Other,startup,Series B,8500000,EUR,9100370,https://www.oss.ventures,OSS is the startup studio of the manufacturing future,Early Stage Venture,"Bpifrance, Établissement Peugeot Frères, Max Pog, Tikehau Capital",2024-06-20,,,
Avnear,Paris,FinTech,startup,Business Angel,250000,EUR,267300,https://avnear.fr,Independent French wealth management firm advising entrepreneurs and executives on long-term financial structuring.,Seed,,2024-06-21,,,
Wineriz,Bordeaux,"E-commerce & Retail, FoodTech",startup,Seed,2000000,EUR,2138399,https://www.wineriz.com,Wineriz is a software firm that develops direct-to-consumer platforms for wineries.,Seed,"Evolem Start, SideBusiness Angels",2024-06-21,,,
Caats,Paris,FoodTech,startup,Seed,5000000,EUR,5345998,https://caats.co/,Caats offers food menu solutions for cats.,Seed,Otium Capital,2024-06-21,,,
Orama System,Meyreuil,Hardware,startup,Seed,400000,EUR,427680,https://orama-system.com/,Orama System provides wireless Off-Grid Multi-Hop network that is based on LoRa™ modulation.,Seed,4MOD Technology,2024-06-21,,,
Pinpo,Paris,"MarTech, AI & Machine Learning",startup,Series A,1600000,EUR,1710719,https://www.pinpo.com,Pinpo is a lead qualification as service solution for medium and large B2C companies,Early Stage Venture,CNP Assurances,2024-06-21,,,
Tengo,Paris,SaaS & Enterprise,startup,Seed,3000000,EUR,3219658,https://www.tengo.cc/,Tengo is a SaaS platform that helps businesses win more public tenders and design to simplify and centralize the entire tendering process.,Seed,Point Nine,2024-06-24,,,
VoltR,Nantes,"Energy, Hardware",startup,Seed,4000000,EUR,4292877,https://www.voltr.tech,VoltR is a manufacturing company specializes in restoring lithium batteries.,Seed,"Anjou Amorcage, C4 Ventures, Exergon, Pays de la Loire Participations",2024-06-24,,,
Reyouzz,Lille,E-commerce & Retail,startup,Seed,1500000,EUR,1609829,https://reyouzz.fr,"Reyouzz offers an automated service for the collection and repurchase of products, including repackaging, through connected terminals.",Seed,,2024-06-24,,,
Skynopy,Paris,SpaceTech & Aerospace,startup,Seed,3100000,USD,3100000,https://www.skynopy.com/,Skynopy is a space technology company that provides satellite communication through a hybrid network of ground antennas.,Seed,"Better Angle, Bpifrance, Heartcore Capital, Kima Ventures, Thibaud Elziere, Yohann Leroy",2024-06-24,,,
Estuaire,Paris,"ClimateTech, Mobility & Transportation",startup,Seed,2200000,EUR,2356061,https://estuaire.dev,Estuaire aims to empower the aviation industry by reducing its environmental impact.,Seed,"AFI Ventures, Safran Corporate Ventures, Satgana, XAnge",2024-06-25,,,
Karmine Corp,Tours,"Gaming, Entertainment",startup,Seed,,,,https://www.karminecorp.fr,"Karmine Corp is an esports organization that offers merchandise and competes in games like league of legends, trackmania, and others.",Seed,"Digital Finance Group (DFG), Motier Ventures, Nocturne Games, Pareto Holdings, PixCapital",2024-06-25,,,
Exo,Boulogne-billancourt,HealthTech,startup,Seed,1000000,EUR,1070937,https://www.exo-sport.fr,"Exo mission is to promote physical exercise, a significant public health concern.",Seed,"Albin Egasse, Olivier Jaubert, Seventure Partners, Zakaria Mansour",2024-06-25,,,
UroMems,Grenoble,MedTech,startup,Series C,44000000,EUR,47121215,http://uromems.com/,UroMems is an innovative medtech company.,Late Stage Venture,"Arbevel, b2venture, Bpifrance, Crédit Mutuel Innovation, European Innovation Council, Hil-Invent, Supernova Invest, Wellington Partners",2024-06-25,,,
FranceVerif,Paris,E-commerce & Retail,startup,Seed,3300000,EUR,3524500,https://franceverif.fr,France Verif scans all the e-commerce sites that visit to define reliability.,Seed,,2024-06-26,,,
Yumgo,Paris,FoodTech,startup,Series A,3000000,EUR,3204091,https://en.yumgo.fr,Yumgo is a plant-based egg startup developing white and yellow egg alternatives for baking and cooking.,Early Stage Venture,"50 Partners, Blast. Club, Bpifrance",2024-06-26,,,
Netcarbon,Bordeaux,"AgriTech, CleanTech",startup,Seed,1000000,EUR,1070760,https://www.netcarbon.fr/,"Netcarbon offers a solution to measure, improve and value carbon sequestration for farmers, territories, and project owners.",Seed,"4Elements, Bpifrance",2024-06-27,,,
Dust,Paris,"AI & Machine Learning, SaaS & Enterprise",startup,Series A,15000000,EUR,16061402,https://dust.tt/,Dust is a modular technology platform that builds customized AI assistance to enhance and optimize workflows.,Early Stage Venture,"Connect Ventures, GG1, Motier Ventures, Seedcamp, Sequoia Capital, XYZ Venture Capital",2024-06-27,,,
Beavr,Paris,CleanTech,startup,Seed,,,,https://www.beavr.tech/,Beavr automatise votre conformité ESG et simplifie vos opérations RSE,Seed,Better Angle,2024-06-28,,,
Nolt,Nice,E-commerce & Retail,startup,Seed,500000,EUR,536009,https://www.wearenolt.com,"Nolt offers quality sports equipment for athletes by combining durability, customization, and accessibility.",Seed,"Clément Calvez, Fabrice Clément, Impact Business angels, Jean-Marie Piranda, Omar Fonseca, Santiago Lefebvre, Thomas Plessis",2024-06-28,,,
Keyban,Paris,"SaaS & Enterprise, Web3",startup,Pre-Seed,520000,USD,520000,https://www.keyban.io/,"Digital Product Passport (DPP), Loyalty, Web3, Stablecoins, AI, Tokenization SaaS infrastructure",Seed,"Frederic Halley, Jean Christophe Personnat, Jean-Marc Bouhelier, Sebastien Borget",2024-06-30,,,
Bib batteries,Paris,"HealthTech, Hardware",startup,Seed,,,,https://bib-batteries.com/,"Bib batteries provides EV owners with battery health data via its API, integrated with OEMs—no hardware needed.",Seed,Sylvain Grande,2024-06-30,,,
Hivebrite,Paris,SaaS & Enterprise,startup,Series B,,,,https://hivebrite.io,"Hivebrite is the leading SaaS platform that empowers organizations to build thriving networking, learning and cause-driven communities.",Early Stage Venture,Company Ventures,2024-06-30,,,
Bridge.audio,Paris,"SaaS & Enterprise, Entertainment",startup,Seed,2250000,EUR,2415757,https://www.bridge.audio/,Cloud-based SaaS for music and audio professionals,Seed,"Bpifrance, LeanSquare",2024-07-01,,,
RSight,Paris,AI & Machine Learning,startup,Seed,1300000,EUR,1395771,https://rsight.ai,RSight operates an AI-powered recruitment platform that streamlines talent acquisition for employers.,Seed,Business Business Angels,2024-07-01,,,
Pixmania,Paris,E-commerce & Retail,startup,Seed,11300000,EUR,12145327,https://www.pixmania.com/fr/fr/,"Pixmania is an e-commerce website that provides buying and selling of speakers, cameras, headphones, and mobile devices.",Seed,"BREEGA, Groupe Duval, MACSF, Xavier Niel",2024-07-02,,,
Cognyx,Neuilly-sur-seine,Hardware,startup,Pre-Seed,1700000,EUR,1834496,https://cognyx.io,Cognyx is a platform that enables manufacturers to design complex hardware at software speed using AI and graph databases.,Seed,"Arno Zinke, Bpifrance Digital Venture, Christophe Raynaud, Ning Li, Philippe Varin, Roxanne Varza, Simon Dawlat",2024-07-03,,,
altrove AI,Paris,"DeepTech, AI & Machine Learning",startup,Pre-Seed,3700000,EUR,3992727,https://altrove.ai,Altrove is a deep-tech materials science startup that uses AI and lab-automation to discover and scale materials to inorganic components.,Seed,"Contrarian Ventures, Emblem, Julien Chaumond, Nikolaj Deichmann, Thomas Clozel",2024-07-03,,,
Overseed,Orléans,"BioTech, AgriTech",startup,Series A,6700000,EUR,7230073,https://www.overseed.fr/,Overseed is an biotechnology based company which does R&D process on cannabis production for pharmaceutical purposes.,Early Stage Venture,"Blast. Club, UI Investissement",2024-07-03,,,
Blue Capsule Technology,Aix-en-provence,Energy,startup,Seed,2000000,EUR,2162073,https://www.bluecapsule-technology.com/,Blue Capsule Technology is a nuclear power company that develops advanced innovative reactors to produce industrial-grade heat.,Seed,"Audacia, CEA Investissement, EREN Groupe, Exergon",2024-07-04,,,
Cockpit,Colombes,"SaaS & Enterprise, AI & Machine Learning",startup,Seed,1300000,EUR,1405348,http://www.getcockpit.io,Cockpit is an Sales Enablement Platform that empowers Salesteams to improve their performance.,Seed,,2024-07-04,,,
Orus Energy,Paris,"Energy, PropTech",startup,Pre-Seed,2200000,EUR,2386412,https://www.orus-energy.com/,Orus Energy leverages the power of AI to unlock potential of electrical flexibility in commercial buildings.,Seed,"Asterion Ventures, b2venture, Myriam Maestroni, Pierre Tremolieres, Ring Capital",2024-07-05,,,
Cellaven,Dijon,"BioTech, Hardware",startup,Seed,2800000,EUR,3037252,https://cellaven.com/,"Cellaven develops affordable, compact automation for cell culture to accelerate lab research.",Seed,"Bpifrance, Finovam Gestion",2024-07-05,,,
Peamux,Paris,Hardware,startup,Pre-Seed,,,,https://peamux.com,"Peamux is an infrastructure and network operator company that specializes in broadcasting, research and studies.",Seed,Indiciel Capital,2024-07-08,,,
Optee,Paris,"SaaS & Enterprise, Energy",startup,Seed,4000000,EUR,4332282,https://www.optee.io,Optee is an energy project management software platform.,Seed,Blast. Club,2024-07-08,,,
Gaya,Paris,"Mobility & Transportation, Hardware",startup,Seed,5000000,USD,5000000,https://gaya.bike/,"GAYA, the electric bike for solo, duo or family riding.",Seed,"Karmen, Lita.co, Via ID",2024-07-08,,,
Kiwee.care,Chatou,"HealthTech, FinTech",startup,Seed,900000,EUR,973328,https://www.kiwee.care/,"kiwee.care brings together the administrative chain of the patient journey, payment, and amicable follow-up of medical claims.",Seed,,2024-07-09,,,
Collaterize,Paris,Web3,startup,Pre-Seed,150000,EUR,162502,https://collaterize.com,Collaterize democratizes asset ownership through tokenization and blockchain technology.,Seed,,2024-07-10,,,
Flowie,Paris,FinTech,startup,Seed,,,,https://get-flowie.com/en,"Automate your workflows & invoices process, by merging the Procure-to-pay & Order-to-cash between 2 companies. Comply with the EU-regulation",Seed,"Better Angle, FJ Labs, Life Extension Ventures",2024-07-10,,,
Pass Intérim,Épinal,SaaS & Enterprise,startup,Seed,600000,EUR,650008,https://www.passinterim.com,Pass Interim is a platform connecting temporary employment professionals and job seekers.,Seed,"Alsace Business Business Angels, I-Neo capital",2024-07-10,,,
Tracklab,Paris,SaaS & Enterprise,startup,Seed,1300000,EUR,1408350,https://tracklab.co/,Tracklab is a B2B compliance software helping regulated companies manage their mandatory supplier documentations.,Seed,"Bpifrance, Kima Ventures",2024-07-10,,,
Good Motors agency,Trouville-sur-mer,PropTech,startup,Seed,1200000,EUR,1300015,https://goodmotors.agency,Good Motors agency offers self-service motorcycle rentals near train stations and airports in France's most beautiful regions.,Seed,"Caisse d’Epargne, Crédit Agricole Normandie, Normandie Business Business Angels, Normandie Participations",2024-07-10,,,
Alpagga,Paris,"AgriTech, E-commerce & Retail, FoodTech",startup,Series A,,,,https://alpagga.com/,Alpagga is the online marketplace for purchase and sale of decommissioned agri-food equipments.,Early Stage Venture,FJ Labs,2024-07-10,,,
Swaive,Paris,FinTech,startup,Pre-Seed,2200000,EUR,2392300,https://swaive.fr,Swaive operates a financial firm that invests in risk-free instruments. The organization allows you to park your money without risk.,Seed,"Aglaé Ventures, Alexis Bonillo, Benoit Grassin, Better Angle, Charles Sutton, Edward Lando, Kima Ventures, Mark Ransford, Motier Ventures, Quentin Vigneau, Steve Abou Rjeily",2024-07-11,,,
Sekai Studio,Paris,Entertainment,startup,Seed,10000000,EUR,10874092,https://www.sekai.gg/,"Sekai Studio is a anime-focused entertainment studio developing interactive experiences, mobile apps, and events",Seed,"Adrien Montfort, Alexandre Yazdi, Cygni Capital, Edward Lando, Kima Ventures, Laurent Ritter, Makers Fund, Motier Ventures, New Wave (VC), Nicolas Julia, Pareto Holdings, Seven Seven Six, Skycatcher",2024-07-11,,,
Scalingo,Strasbourg,SaaS & Enterprise,startup,Series A,3500000,EUR,3805932,https://scalingo.com/,"Scalingo a Docker Platform Service Transform your code as Docker container & run it on our cloud, making it instantly available & scalable. ",Early Stage Venture,"Cajuba community, NEO FOUNDERS, SideBusiness Angels",2024-07-11,,,
Spotlight Medical,Paris,MedTech,startup,Seed,6200000,EUR,6771331,https://spotlightmedical.com,"Spotlight Medical develops AI tests to revolutionize cancer treatment, providing everyone with the best possible chance to beat cancer.",Seed,"Heal Capital, Kurma Partners",2024-07-12,,,
Indienov,Marseille,MedTech,startup,Seed,1200000,EUR,1310580,https://www.indienov.com,"Indienov manufactures a connected airbag belt, a CE class 1 medical device, designed to prevent falls and protect against femoral fractures.",Seed,,2024-07-12,,,
Good Steps,Nantes,CleanTech,startup,Seed,700000,EUR,764505,https://www.goodsteps.io,Good Steps provides ESG reporting services for ESG consultants.,Seed,,2024-07-12,,,
BEWE LAB,Suisse,"HealthTech, AI & Machine Learning",startup,Seed,,,,https://www.bewe.com,"BEWE LAB SA is an interdisciplinary team at the interface between neuroscience, psychology and computer science.",Seed,Business Business Angels Switzerland (BAS),2024-07-12,,,
Dr. Jonquille & Mr. Ail,Nantes,AgriTech,startup,Seed,850000,EUR,928328,http://www.djma.fr,"Dr Jonquille & Mr Ail is a company that provides organic vegetable, aromatic, and floral seeds.",Seed,"ABAB (Atlantic Business Business Angels Booster), Bpifrance, Business Business Angels 35, France Active, Initiative Nantes, Premier Étage",2024-07-12,,,
Akedo Games,Lomme,"Web3, Gaming",startup,Seed,,,,https://akedo.gg/,Akedo is an gaming platform that utilizes cutting-edge web3 technology to provide the greatest gaming experience.,Seed,"Karatage, The Open Platform",2024-07-15,,,
Omini,Paris,"HealthTech, Hardware",startup,Seed,,,,https://www.ominilabs.com/,Omini develops a biosensor platform that allows the simultaneous detection of multiple biomarkers.,Seed,"EIC Accelerator, MEDKAP Investors",2024-07-15,,,
Absolut Sensing,Seyssinet-pariset,"SpaceTech & Aerospace, CleanTech",startup,Seed,,,,https://absolut-sensing.com,"ABSOLUT SENSING provides environmental, geo, and planetary intelligence services, and develops space observation technologies.",Seed,EIC Accelerator,2024-07-15,,,
Welinq,Paris,DeepTech,startup,Seed,,,,https://welinq.fr,Welinq is a quantum computing solution interconnecting processors.,Seed,EIC Accelerator,2024-07-15,,,
Cherry Biotech,Montreuil,BioTech,startup,Seed,,,,http://www.cherrybiotech.com,Cherry Biotech is a biomedical technology company that develops instruments for drug discovery and personalised medicine.,Seed,EIC Accelerator,2024-07-15,,,
Atamyo Therapeutics,Paris,BioTech,startup,Seed,,,,https://atamyo.com,Atamyo Therapeutics is focused on the development of a new generation of safe and effective gene therapies for neuromuscular diseases.,Seed,EIC Accelerator,2024-07-15,,,
Chipiron,Paris,"MedTech, Hardware",startup,Seed,,,,https://www.chipiron.co,"Chipiron is a company that designs, manufactures, and markets a new generation of portable, inexpensive and powerful MRI machines.",Seed,EIC Accelerator,2024-07-15,,,
Aura Aero,Cugnaux,ClimateTech,startup,Seed,,,,https://www.aura-aero.com,AURA AERO aims to serve mankind by designing and manufacturing aircraft that accelerate air transport decarbonization,Seed,EIC Accelerator,2024-07-15,,,
Raidium,Paris,MedTech,startup,Seed,,,,https://raidium.eu,Radiology augmented GPT to tackle the complexity of precision medicine,Seed,EIC Accelerator,2024-07-15,,,
Kenko,Paris,"HealthTech, FinTech",startup,Seed,1200000,EUR,1307788,https://www.kenko.fr,Kenko is an application that helps to provide corporate health insurance.,Seed,Guillaume Sarkozy,2024-07-15,,,
Presti,Paris,"AI & Machine Learning, MarTech",startup,Seed,3200000,EUR,3488670,https://www.presti.ai,Presti is a French startup using GenAI to create lifestyle product photos for furniture brands,Seed,"Abou Laraki, Julien Hirth, Maxime Brousse, Partech, Remi Lemonnier, Thibaud Elziere, Y Combinator",2024-07-16,,,
Ubikap,Lyon,SaaS & Enterprise,startup,Seed,1000000,EUR,1090209,https://www.ubikap.com/,Ubikap is a secure & intuitive platform.,Seed,HUB612,2024-07-16,,,
Syntetica,Reims,CleanTech,startup,Seed,4200000,EUR,4578879,https://www.syntetica.co,Syntetica is a nylon recycling startup which solves the pollution problem in the fashion industry,Seed,"Athletico Ventures, Bear Flag Capital, Better Angle, EQT Ventures, Etam Group, Jean-Eric Vergne, Pareto Holdings, Patrice Lafargue, Paul-Henri Mathieu, Peugeot SA, Volta Circle",2024-07-16,,,
Hybrid Robotics,Montrouge,Robotics,startup,Seed,221676,USD,221676,http://hybridtv.tv,Hybrid Robotics is involved in the development of robotic camera handling equipment and virtual studio solutions.,Seed,,2024-07-18,,,
Cogntivie Engines,Cestas,Robotics,startup,Pre-Seed,240000,EUR,261423,https://cogengines.com,Cognitive Engines is a robotics integrator using AI and real-time vision to control industrial robot arms.,Seed,"Investessor, Les Business Business Angels des Grandes Écoles",2024-07-19,,,
Mizou AI,Aisey-sur-seine,AI & Machine Learning,startup,Seed,,,,https://mizou.com/,Mizou AI is an IT firm that specializes in creating custom AI chatbots for educators as no coding is required.,Seed,"Better Angle, Varsity",2024-07-24,,,
Up&Charge,Issy-les-moulineaux,Mobility & Transportation,startup,Seed,1500000,EUR,1625688,https://www.upandcharge.com,Up&Charge is an automated induction charging station that provides wireless electric charging solution for electric vehicles.,Seed,"Banque Populaire Rives de Paris, BNP Paribas, Bpifrance, Paris Business Business Angels",2024-07-24,,,
D-ICE Engineering,Nantes,"DeepTech, Energy",startup,Series A,6000000,EUR,6502754,https://dice-engineering.com/,"D-ICE Engineering is a deeptech company that specializes in dynamic positioning, hydrodynamics, marine energy, A-I, and system engineering.",Early Stage Venture,"Atlantique Vendée Innovation, Mer Invest, Pays de la Loire Participations, Sodero Gestion, Swen Capital Partners",2024-07-24,,,
Zonama,Paris,"CleanTech, SaaS & Enterprise",startup,Seed,,,,https://www.zonama.co/fr-fr,Web platform specializing in carbon-free employee benefits,Seed,,2024-07-25,,,
Micropep Technologies,Ramonville-saint-agne,"BioTech, AgriTech",startup,Series B,27000000,EUR,29298687,http://micro-pep.com/,Micropep Technologies is a biotech company that focused on biological alternatives to agrochemicals.,Early Stage Venture,"Bpifrance, Fall Line Capital, FMC Ventures, IRDI, Sofinnova Partners, Supernova Invest, Zebra Impact Ventures",2024-07-25,,,
Tricares,Paris,MedTech,startup,Series D,46000000,EUR,49916282,http://www.tricares.com,"TRiCares is a medical device company, devoted to developing a catheter-based valve replacement system.",Late Stage Venture,,2024-07-25,,,
GoStan,Bordeaux,FoodTech,startup,Business Angel,175000,EUR,190269,https://gostan.io/,GoStan is a software designed for sommeliers and restaurant managers to analyze and manage performance in beverage and wine cellars.,Seed,,2024-07-26,,,
Johneys,Nanterre,Mobility & Transportation,startup,Pre-Seed,65997,EUR,71755,https://johneys.com,"Mobilitech, Transportation",Seed,,2024-07-26,,,
Enalees,Évry,MedTech,startup,Series A,15000000,EUR,16307255,https://www.enalees.com/,Enalees develops molecular diagnostic tests for pets that can be used directly by veterinarians.,Early Stage Venture,Bpifrance,2024-07-27,,,
SquareMind,Paris,"MedTech, AI & Machine Learning",startup,Seed,4000000,EUR,4326649,https://squaremind.io/,SquareMind designs a next generation medical assistant for oncology.,Seed,Teampact ventures,2024-07-30,,,
Meddenovo Drug Design,Lyon,"BioTech, AI & Machine Learning",startup,Pre-Seed,1000000,EUR,1082385,https://meddenovo.com/,Meddenovo Drug Design develops AI-supported solutions to design cyclic peptide therapeutics.,Seed,ACT Venture Partners,2024-07-31,,,
La Bourse aux Livres,Paris,E-commerce & Retail,startup,Seed,,,,https://www.labourseauxlivres.fr,La Bourse aux Livres is an online platform to buy and sell second-hand books.,Seed,FJ Labs,2024-07-31,,,
Lokki,Grenoble,PropTech,startup,Series A,6300000,EUR,6819023,https://www.lokki.rent,Lokki democratizes equipment rental in Europe (Based in France),Early Stage Venture,"50 Partners, Blisce, FJ Labs, MakeSense, Racine2, Silence VC",2024-07-31,,,
Koncile,Paris,AI & Machine Learning,startup,Seed,625000,EUR,674156,http://www.koncile.ai,"Koncile is an AI OCR platform to extract and structure data from any document type, with API and no-code integration.",Seed,,2024-08-01,,,
Holosolis,Paris,"Energy, CleanTech",startup,Seed,,,,https://holosolis.com/,Holosolis contributes to the EU’s goal of local PV module production and curbing global warming.,Seed,EIT InnoEnergy,2024-08-01,,,
GravitHy,Marseille,Energy,startup,Seed,,,,https://gravithy.eu,GravitHy is an iron manufacturing firm producing DRI/HBI through hydrogen reduction technology.,Seed,EIT InnoEnergy,2024-08-01,,,
BYSTAMP,Vannes,"Cybersecurity, SaaS & Enterprise",startup,Business Angel,600000,EUR,655230,https://www.bystamp.com,ByStamp is a face-to-face authentication and digital signature on smartphones and tablets.,Seed,,2024-08-02,,,
Sinay,Caen,SaaS & Enterprise,startup,Series A,3800000,EUR,4149790,https://sinay.ai,"Sinay provides numerous solutions for maritime sector stakeholders, such as collecting and analysing maritime data.",Early Stage Venture,"Alpana Ventures, Motion Ventures, Normandie Littoral, Seventure Partners, Shift4Good",2024-08-02,,,
Jared,Metz,FinTech,startup,Seed,1000000,EUR,1091047,https://jared.finance/en,"Simplifies daily financial management, saving time and cutting costs, reshaping the future of personal finance.",Seed,"Bpifrance, Caisse d’Epargne",2024-08-04,,,
Bibbi Parfum,Saint-antoine,Other,startup,Seed,,,,https://bibbi-parfum.com,Bibbi Parfum is a perfume brand based on the practice of meditation.,Seed,"Fable Investments, JamJar Investments",2024-08-07,,,
Dolly,Paris,"Gaming, FinTech",startup,Seed,300000,USD,300000,https://www.dolly.gg/,Dolly turns hit mobile games into Real Money Games.,Seed,FJ Labs,2024-08-07,,,
Jus Mundi,Paris,"LegalTech, AI & Machine Learning",startup,Series B,20000000,EUR,21854986,https://jusmundi.com/,Jus Mundi is the search engine for international and arbitration,Early Stage Venture,"Acton Capital, C4 Ventures, FJ Labs, True Global Ventures (TGV)",2024-08-07,,,
NEO RETRO,Feytiat,E-commerce & Retail,startup,Pre-Seed,10000,USD,10000,http://www.neoretrofrance.com/v10/index.php,NEO RETRO is a privately held company that retails auto parts and equipment.,Seed,Outlier Ventures,2024-08-10,,,
Cauri Money,Paris,FinTech,startup,Seed,,,,https://www.cauri.money,Cauri Money specializes in financial technology with a wide range of digital banking solutions via app for fund transfer.,Seed,"Launch Africa, Wuri Ventures",2024-08-14,,,
CrunchDAO,Paris,"AI & Machine Learning, FinTech",startup,Seed,3500000,USD,3500000,https://crunchdao.com,"elite ML community (+10,000 data scientists +1,200 PhDs) that develops alpha-generating insights through its collective intelligence network",Seed,"Elixir Capital, Fabric Ventures, Factor Capital, Multicoin Capital",2024-08-15,,,
Abyssale,Paris,"SaaS & Enterprise, MarTech",startup,Seed,1156000,USD,1156000,https://abyssale.work/,Abyssale is the creative automation platform that frees marketing teams from mindless production tasks.,Seed,,2024-08-21,,,
wattalps,Moirans,Energy,startup,Series A,11000000,EUR,12294322,http://www.wattalps.com,Wattalps is a developer of lithium power systems for small and medium series.,Early Stage Venture,"Crédit Agricole Alpes Development, EIT InnoEnergy, European Innovation Council, Eximium, Move Energy, Ring Capital, Supernova Invest",2024-08-27,,,
Alphaguard,Paris,Cybersecurity,startup,Pre-Seed,175000,EUR,193903,https://www.alphaguard.ai/,"Alphaguard uses AI to analyze unstructured data, transforming fraud detection enabling proactive fraud detection with optimized resources.",Seed,Antler,2024-08-29,,,
Redstone Solution,Lyon,"SaaS & Enterprise, AI & Machine Learning, E-commerce & Retail",startup,Seed,1000000,EUR,1106111,https://redstone-solution.com,Redstone Solution is a developer of a technical maintenance management platform that simplifies the handling of store intervention requests.,Seed,Bpifrance,2024-08-30,,,
NomadHer,Paris,TravelTech,startup,Seed,1000000000,KRW,747624,https://www.nomadher.com,"NomadHer is the app for female globetrotters, encouraging solo travelling safely.",Seed,"CNTTECH, Cosnet Technology Investment, K- Bridge Investment, NBH Capital",2024-08-30,,,
Queel,Paris,SaaS & Enterprise,startup,Pre-Seed,100000,EUR,110605,https://queel.co,Queel is a professional network that allows professionals and companies to connect with each other.,Seed,,2024-08-31,,,
Zola,Paris,SaaS & Enterprise,startup,Seed,1000000,EUR,1106050,https://www.zola.fr/,Zola is a company that supports companies at all levels of HR development strategy.,Seed,"Alexandre Ichai, Jérémy Blackwell, Le Stud, Myrtus Venture, Provence Business Business Angels",2024-08-31,,,
HQ Workspace,Paris,SaaS & Enterprise,startup,Business Angel,1024000,USD,1024000,https://www.hqworkspace.io/,"HQ is a B2B all-in-one workspace streamlining the booking process for Brands, Agencies & Talents. (AI Enabled)",Seed,,2024-09-01,,,
CryptoNovaX Asset Management,Paris,Web3,startup,Pre-Seed,100000,EUR,110447,https://www.cryptonvx.com/,"CryptoNovaX empowers users to securely manage, track, and optimize crypto portfolios across multiple blockchains with advanced DeFi tools.",Seed,,2024-09-01,,,
Quantum Signals,Paris,"DeepTech, FinTech, AI & Machine Learning",startup,Pre-Seed,,,,https://www.quantumsignals.ai/,AI platform to train & deploy pre-trained and custom intraday predictions for trading,Seed,Quantonation,2024-09-01,,,
Lucis,Artannes-sur-indre,"HealthTech, BioTech, MedTech",startup,Pre-Seed,,,,https://www.lucis.life,Lucis provides a health technology platform focused on biological age measurement using advanced diagnostics and data analysis.,Seed,,2024-09-01,,,
Shifter,Paris,Mobility & Transportation,startup,Seed,1000000,EUR,1104471,https://www.app-shifter.com/,All-in-one platform for mobility professionals,Seed,,2024-09-01,,,
The Next Stories,Nantes,"AI & Machine Learning, MarTech",startup,Seed,,,,https://thenextstories.com/,Content generation plateform 100% GenAI,Seed,,2024-09-01,,,
Stern Tech,La Celle-saint-cloud,"HealthTech, AI & Machine Learning",startup,Seed,800000,EUR,883577,https://stern.tech,Caring for Lives with AI and Human Knowledge,Seed,"AAPS AVOCATS, Expaceo, François Segot, Microsoft for Startups, Trebeyou, Valerys",2024-09-01,,,
Praxy.ai,La Garenne-colombes,"HealthTech, BioTech, SaaS & Enterprise",startup,Seed,1900000,EUR,2098494,https://praxysante.fr,We are SaaS company providing healthcare professional with a AI suit to save time and improve patient therapeutic follow up,Seed,WeLikeStartup,2024-09-01,,,
Steerlab,Paris,AI & Machine Learning,startup,Pre-Seed,1700000,EUR,1878256,https://steerlab.ai,"Steerlab is an AI-first solution that automates your responses to RFPs, elevates quality, and delivers insights on how to win.",Seed,"Dreamcraft Ventures, Heartfelt Capital, Lumière AI Ventures, STATION F",2024-09-03,,,
Entalpic,Paris,AI & Machine Learning,startup,Seed,8500000,EUR,9417917,https://entalpic.ai,Entalpic is an AI-driven discovery platform for sustainable industries aiming to optimize carbon-intensive sectors.,Seed,"Arnaud Robert, BREEGA, Cathay Innovation, Felicis, Gilles Wainrib, Jorg Weiser, Michal Valko, Thomas Wolf, Yoshua Bengio",2024-09-04,,,
genOTC,Paris,FinTech,startup,Seed,2000000,EUR,2215981,http://genotc.com,"Fintech, local volatility, pricing model calibration, derivatives, structured products",Seed,,2024-09-04,,,
